"alpha","beta","gamma","q_factor","q","abs_z","val_series","val_integrate","val_dispatch","val_ref","val_ref_quad","series_returned_nan","rel_err_series","rel_err_integrate","rel_err_dispatch","ref_iterations","ref_reached_max"
10,1,25,1,12.8879590236759,25,0.521202683311808,0.521202683311853,0.521202683311808,0.521202683311847,0.521202683311826,FALSE,3.38688703200302e-14,5.13358348875929e-14,3.38688703200302e-14,645,FALSE
0.3,1,50,1,25.0059985606908,50,0.511286966466364,0.511286966466538,0.511286966466364,0.51128696646655,0.51128696646621,FALSE,3.00959972198345e-13,6.41874226420136e-13,3.00959972198345e-13,1849,FALSE
0.7,1,50,1,25.0139921687685,50,0.511279138712376,0.51127913871226,0.511279138712376,0.511279138712277,0.511279138712432,FALSE,1.09875957754712e-13,3.37227988919107e-13,1.09875957754712e-13,1849,FALSE
1,1,50,1,25.0199840255489,50,0.511273278328415,0.511273278328473,0.511273278328466,0.511273278328462,0.511273278328467,FALSE,1.00756973865378e-13,1.30289190343161e-14,2.17148650571935e-16,1849,FALSE
1.5,1,50,1,25.0299640861417,50,0.511263530824784,0.511263530824784,0.511263530824784,0.511263530824806,0.511263530824781,FALSE,4.99451418433558e-15,4.99451418433558e-15,4.99451418433558e-15,1850,FALSE
3,1,50,1,25.0598566870805,50,0.511234435889198,0.511234435889256,0.511234435889198,0.511234435889286,0.511234435889424,FALSE,4.41062417693123e-13,3.27267879597999e-13,4.41062417693123e-13,1852,FALSE
10,1,50,1,25.1984250992003,50,0.511101514936928,0.511101514936928,0.511101514936928,0.511101514936971,0.511101514936799,FALSE,2.53497638311202e-13,2.53497638311202e-13,2.53497638311202e-13,1860,FALSE
0.3,1,100,1,50.0029998200216,100,0.505642291246266,0.505642291245806,0.505642291246266,0.505642291245722,0.505642291245746,FALSE,1.02889041986107e-12,1.1944438506283e-13,1.02889041986107e-12,6158,FALSE
0.7,1,100,1,50.0069990202743,100,0.505641313183025,0.505641313181645,0.505641313183025,0.505641313181702,0.505641313183486,FALSE,9.1230216895738e-13,3.64086511808695e-12,9.1230216895738e-13,6158,FALSE
1,1,100,1,50.0099980007996,100,0.505640579963579,0.505640579962659,0.505640579962647,0.505640579962585,0.505640579962647,FALSE,1.84261152918988e-12,2.34937361324258e-14,2.19567627405848e-16,6158,FALSE
1.5,1,100,1,50.014995502698,100,0.50563935854601,0.50563935854532,0.50563935854601,0.505639358545098,0.505639358548086,FALSE,4.1063636869884e-12,5.47054065133761e-12,4.1063636869884e-12,6159,FALSE
3,1,100,1,50.0299820215677,100,0.505635698949515,0.505635698948595,0.505635698949515,0.505635698948435,0.505635698948186,FALSE,2.62693245240512e-12,8.08016668743802e-13,2.62693245240512e-12,6161,FALSE
10,1,100,1,50.0998007960223,100,0.505618712345892,0.505618712344972,0.505618712345892,0.505618712344898,0.505618712343678,FALSE,4.37836784331236e-12,2.55939095193826e-12,4.37836784331236e-12,6168,FALSE
0.3,1,-100,3,0.00899946006478913,100,0.9022737050963,0.902273705096299,0.9022737050963,0.9022737050963,0.902273705096299,FALSE,8.61330783384255e-16,2.46094509538358e-16,8.61330783384255e-16,200,FALSE
0.7,1,-100,3,0.0209970608229106,100,0.931785866178375,0.931785867217527,0.931785866178375,0.931785866178373,0.931785866178312,FALSE,6.80346601157449e-14,1.11529420882771e-09,6.80346601157449e-14,200,FALSE
1,1,-100,3,0.029994002398805,100,0.950257687043597,0.950257687043603,0.950257687043639,0.950257687043603,0.950257687043603,FALSE,6.77636564336515e-15,1.16833890402847e-16,3.79710143809254e-14,201,FALSE
1.5,1,-100,3,0.0449865080939347,100,0.970756893226041,0.970756893226987,0.970756893226041,0.970756893226079,0.970756893226081,FALSE,4.10576601229045e-14,9.33346975663018e-13,4.10576601229045e-14,203,FALSE
3,1,-100,3,0.0899460647029642,100,0.9937991640069,0.993799164517628,0.9937991640069,0.993799164499244,0.993799164517628,FALSE,5.13913934035773e-10,2.23430057956235e-16,5.13913934035773e-10,208,FALSE
10,1,-100,3,0.299402388066795,100,NA,0.999993189607152,0.999993189607152,-71137.7637445746,0.999993189607149,TRUE,NA,2.55353034718268e-15,2.55353034718268e-15,229,FALSE
0.3,1,-50,3,0.0179956820723586,50,0.90233674240997,0.90233674240997,0.90233674240997,0.90233674240997,0.902336742409969,FALSE,7.38231952071438e-16,2.46077317357146e-16,7.38231952071438e-16,200,FALSE
0.7,1,-50,3,0.0419765063055788,50,0.931899540806805,0.931899541846395,0.931899540806805,0.931899540806806,0.931899540806739,FALSE,7.17195611284189e-14,1.11563184610087e-09,7.17195611284189e-14,200,FALSE
1,1,-50,3,0.059952076646745,50,0.95039132136497,0.950391321364968,0.950391321364977,0.950391321364968,0.950391321364967,FALSE,2.56998417311661e-15,3.50452387243174e-16,9.81266684280886e-15,201,FALSE
1.5,1,-50,3,0.089892258425003,50,0.970899229624605,0.970899229625498,0.970899229624605,0.970899229624571,0.970899229624592,FALSE,1.29215471549144e-14,9.33095794549574e-13,1.29215471549144e-14,203,FALSE
3,1,-50,3,0.179570061241412,50,0.993891725693493,0.993891725839424,0.993891725693493,0.993891725814376,0.993891725839423,FALSE,1.46827463336959e-10,8.93636999493064e-16,1.46827463336959e-10,208,FALSE
10,1,-50,3,0.595275297600883,50,NA,0.999994030626318,0.999994030626318,-15960.2631871212,0.999994030626318,TRUE,NA,1.11022965200082e-16,1.11022965200082e-16,228,FALSE
0.3,1,-25,3,0.0359655061963746,25,0.90258690927303,0.902586909273031,0.90258690927303,0.90258690927303,0.90258690927303,FALSE,3.69013669449082e-16,8.61031895381192e-16,3.69013669449082e-16,200,FALSE
0.7,1,-25,3,0.0838126782656508,25,0.932348334752695,0.932348335794003,0.932348334752695,0.932348334752696,0.932348334752616,FALSE,8.47836333340857e-14,1.11695089796623e-09,8.47836333340857e-14,200,FALSE
1,1,-25,3,0.119618438113687,25,0.950916583942779,0.950916583942777,0.950916583942777,0.950916583942777,0.950916583942777,FALSE,1.98479990120389e-15,2.3350587072987e-16,5.83764676824674e-16,201,FALSE
1.5,1,-25,3,0.179144196185944,25,0.971453969879494,0.971453969880378,0.971453969879494,0.971453969879467,0.97145396987947,FALSE,2.49140594276755e-14,9.34391513214106e-13,2.49140594276755e-14,203,FALSE
3,1,-25,3,0.356608804285495,25,0.994240515706544,0.994240515875206,0.994240515706544,0.994240515895528,0.994240515875205,FALSE,1.69637219794124e-10,1.33998525334428e-15,1.69637219794124e-10,208,FALSE
10,1,-25,3,1.16387707102763,25,NA,0.999996363132338,0.999996363132338,-2116.8359438705,0.999996363132339,TRUE,NA,1.55431788732368e-15,1.55431788732368e-15,228,FALSE
0.3,1,-22,3,0.0408585025082653,22,0.902683239642056,0.902683239642055,0.902683239642056,0.902683239642056,0.902683239642055,FALSE,3.68974289939868e-16,4.91965719919824e-16,3.68974289939868e-16,200,FALSE
0.7,1,-22,3,0.0951800231271989,22,0.932520166347951,0.93252016738992,0.932520166347951,0.932520166347953,0.932520166347871,FALSE,8.60776287495909e-14,1.1174550141794e-09,8.60776287495909e-14,200,FALSE
1,1,-22,3,0.135804759614127,22,0.951116714679609,0.9511167146796,0.9511167146796,0.9511167146796,0.9511167146796,FALSE,9.57172622604268e-15,2.33456737220553e-16,1.16728368610277e-16,201,FALSE
1.5,1,-22,3,0.203293088490065,22,0.971663368861047,0.971663368861946,0.971663368861047,0.97166336886105,0.971663368861038,FALSE,9.9406241130206e-15,9.35447007049421e-13,9.9406241130206e-15,203,FALSE
3,1,-22,3,0.404141504376966,22,0.99436738315758,0.994367383430066,0.99436738315758,0.994367383432583,0.994367383430065,FALSE,2.74028867140522e-10,7.81558335669472e-16,2.74028867140522e-10,208,FALSE
10,1,-22,3,1.31151313055688,22,NA,0.999996962599857,0.999996962599857,2902.08268721181,0.999996962599856,TRUE,NA,2.22045279365395e-16,2.22045279365395e-16,228,FALSE
0.3,1,-20,3,0.0449327017437993,20,0.902772492557077,0.902772492557077,0.902772492557077,0.902772492557077,0.902772492557077,FALSE,1.22979270389651e-16,2.45958540779301e-16,1.22979270389651e-16,200,FALSE
0.7,1,-20,3,0.104635050208925,20,0.932678890424558,0.932678891467137,0.932678890424558,0.932678890424559,0.932678890424476,FALSE,8.82056267911059e-14,1.11792025659728e-09,8.82056267911059e-14,200,FALSE
1,1,-20,3,0.149257407543116,20,0.951301101270127,0.951301101270135,0.951301101270135,0.951301101270133,0.951301101270135,FALSE,7.93599056846596e-15,1.16705743653911e-16,0,201,FALSE
1.5,1,-20,3,0.223337347638329,20,0.971855345725416,0.97185534572642,0.971855345725416,0.971855345725495,0.971855345725511,FALSE,9.77872800987349e-14,9.36061884496535e-13,9.77872800987349e-14,203,FALSE
3,1,-20,3,0.443445211480501,20,0.994481464863061,0.994481465004778,0.994481464863061,0.994481465036035,0.994481465004779,FALSE,1.4250483268734e-10,1.00474544506251e-15,1.4250483268734e-10,208,FALSE
10,1,-20,3,1.43167672515498,20,NA,0.999997417059038,0.999997417059038,-5511.98221336463,0.999997417059038,TRUE,NA,1.11022589227309e-16,1.11022589227309e-16,227,FALSE
0.3,1,-18,3,0.0499077487634567,18,0.902892492535629,0.902892492535629,0.902892492535629,0.902892492535629,0.902892492535629,FALSE,8.60740479805177e-16,0,8.60740479805177e-16,200,FALSE
0.7,1,-18,3,0.116166861492261,18,0.932891566859063,0.932891567902459,0.932891566859063,0.932891566859063,0.932891566858978,FALSE,9.08037115868845e-14,1.1185440400953e-09,9.08037115868845e-14,200,FALSE
1,1,-18,3,0.165650368716449,18,0.951547447371666,0.951547447371665,0.951547447371666,0.951547447371665,0.951547447371665,FALSE,9.3340423764829e-16,1.16675529706036e-16,7.00053178236217e-16,201,FALSE
1.5,1,-18,3,0.24772708486752,18,0.972110422589521,0.972110422590495,0.972110422589521,0.972110422589563,0.972110422589584,FALSE,6.42988232961119e-14,9.37072549102306e-13,6.42988232961119e-14,203,FALSE
3,1,-18,3,0.491068579633223,18,0.994629817316161,0.994629817213518,0.994629817316161,0.994629817214255,0.994629817213518,FALSE,1.03196746508973e-10,6.69730389383746e-16,1.03196746508973e-10,208,FALSE
10,1,-18,3,1.57481343168133,18,NA,0.999997908526547,0.999997908526547,-1332.7716472953,0.999997908526545,TRUE,NA,2.77556336658e-15,2.77556336658e-15,227,FALSE
0.3,1,-15,3,0.0598408476865853,15,0.903167655116727,0.903167655116726,0.903167655116727,0.903167655116727,0.903167655116726,FALSE,2.45850926643663e-16,9.83403706574651e-16,2.45850926643663e-16,200,FALSE
0.7,1,-15,3,0.139139563636929,15,0.933376123868859,0.93337612491412,0.933376123868859,0.933376123868858,0.93337612386877,FALSE,9.503866383454e-14,1.11996594611468e-09,9.503866383454e-14,200,FALSE
1,1,-15,3,0.19825314185531,15,0.952105678601175,0.952105678601181,0.952105678601181,0.95210567860118,0.952105678601181,FALSE,6.18017743488126e-15,0,1.16607121412854e-16,201,FALSE
1.5,1,-15,3,0.296103238755489,15,0.972682533947156,0.972682533948074,0.972682533947156,0.972682533947166,0.972682533947161,FALSE,4.5656130787909e-15,9.39146610307287e-13,4.5656130787909e-15,203,FALSE
3,1,-15,3,0.584800378544625,15,0.994949627617657,0.994949627817897,0.994949627617657,0.994949627811627,0.994949627817897,FALSE,2.01256578413385e-10,2.23171705096282e-16,2.01256578413385e-10,207,FALSE
10,1,-15,3,1.84818689742973,15,NA,0.999998675749214,0.999998675749214,860.654240918629,0.999998675749214,TRUE,NA,4.44089797936326e-16,4.44089797936326e-16,226,FALSE
0.3,1,-10,3,0.0894663844041106,10,0.904255716048001,0.904255716048,0.904255716048001,0.904255716048001,0.904255716048001,FALSE,4.91110204744881e-16,4.91110204744881e-16,4.91110204744881e-16,200,FALSE
0.7,1,-10,3,0.207139547199077,10,0.935251010299516,0.93525101135202,0.935251010299516,0.935251010299516,0.935251010299424,FALSE,9.79345635801574e-14,1.12546899042277e-09,9.79345635801574e-14,200,FALSE
1,1,-10,3,0.294228634059948,10,0.954226732229576,0.954226732229572,0.954226732229572,0.954226732229572,0.954226732229572,FALSE,3.72313367337709e-15,2.32695854586068e-16,2.32695854586068e-16,201,FALSE
1.5,1,-10,3,0.437253933193772,10,0.974783877808076,0.974783877809033,0.974783877808076,0.97478387780809,0.974783877808109,FALSE,3.32571281256216e-14,9.48169834403425e-13,3.32571281256216e-14,203,FALSE
3,1,-10,3,0.851646544245032,10,0.995985035161185,0.995985035184166,0.995985035161185,0.99598503518886,0.995985035184166,FALSE,2.30732557189168e-11,2.2293969997649e-16,2.30732557189168e-11,207,FALSE
10,1,-10,3,2.56230589874905,10,NA,0.999999710982622,0.999999710982622,3.09197339528013,0.999999710982621,TRUE,NA,1.110223345499e-15,1.110223345499e-15,224,FALSE
0.3,1,-5,3,0.17587569849072,5,0.909300337917268,0.909300337917268,0.909300337917268,0.909300337917268,0.909300337917268,FALSE,6.10482025756252e-16,1.2209640515125e-16,6.10482025756252e-16,200,FALSE
0.7,1,-5,3,0.3987950057818,5,0.943179812083052,0.943179813165446,0.943179812083052,0.943179812083052,0.943179812082988,FALSE,6.82721731353102e-14,1.14766853170726e-09,6.82721731353102e-14,200,FALSE
1,1,-5,3,0.558421984903521,5,0.962562962000898,0.962562962000898,0.962562962000899,0.962562962000897,0.962562962000899,FALSE,9.22722413766941e-16,4.6136120688347e-16,0,201,FALSE
1.5,1,-5,3,0.812071897723665,5,0.98203836775312,0.982038367754094,0.98203836775312,0.98203836775313,0.982038367753125,FALSE,5.99180462162203e-15,9.86499757137242e-13,5.99180462162203e-15,203,FALSE
3,1,-5,3,1.5,5,0.998314336576441,0.99831433657321,0.998314336576441,0.998314336574555,0.99831433657321,FALSE,3.23598173311155e-12,0,3.23598173311155e-12,206,FALSE
10,1,-5,3,3.9352130744697,5,NA,0.999999995760888,0.999999995760888,0.99999927924622,0.999999995760888,TRUE,NA,3.33066908799455e-16,3.33066908799455e-16,216,FALSE
0.3,1,-2,3,0.397366596101028,2,0.928025700679768,0.928025700679766,0.928025700679768,0.928025700679767,0.928025700679767,FALSE,3.58898365792649e-16,1.07669509737795e-15,3.58898365792649e-16,200,FALSE
0.7,1,-2,3,0.82379000772445,2,0.964765212695674,0.964765212695513,0.964765212695674,0.964765212695673,0.964765212695732,FALSE,6.08757418176036e-14,2.27277107920165e-13,6.08757418176036e-14,200,FALSE
1,1,-2,3,1.09807621135332,2,0.980890180073267,0.980890180073268,0.980890180073268,0.980890180073267,0.980890180073268,FALSE,4.52741009005607e-16,3.39555756754205e-16,1.13185252251402e-16,200,FALSE
1.5,1,-2,3,1.5,2,0.993437636461632,0.993437636462739,0.993437636461632,0.993437636461633,0.993437636461632,FALSE,3.35267051662996e-16,1.11431592404391e-12,3.35267051662996e-16,201,FALSE
3,1,-2,3,2.46862696659689,2,0.99977698727035,0.999776987270366,0.99977698727035,0.999776987270366,0.999776987270366,FALSE,1.65460130384471e-14,1.11047067372128e-16,1.65460130384471e-14,202,FALSE
10,1,-2,3,5.37386354243376,2,0.999999999993591,0.999999999991468,0.999999999993591,0.99999999999153,0.999999999991468,FALSE,2.12319051231126e-12,1.11022302463463e-16,2.12319051231126e-12,205,FALSE
0.3,1,-0.5,3,0.845911544707478,0.5,0.962163576051088,0.962163576051089,0.962163576051088,0.962163576051088,0.962163576051088,FALSE,1.1538817850305e-16,3.46164535509149e-16,1.1538817850305e-16,200,FALSE
0.7,1,-0.5,3,1.43900799336717,0.5,0.986846412626643,0.986846412626552,0.986846412626643,0.986846412626643,0.986846412626627,FALSE,1.63128057731062e-14,7.61639276440889e-14,1.63128057731062e-14,200,FALSE
1,1,-0.5,3,1.77921099245176,0.5,0.99432323613692,0.994323236136921,0.994323236136921,0.994323236136921,0.994323236136921,FALSE,3.3496844414655e-16,0,0,200,FALSE
1.5,1,-0.5,3,2.25,0.5,0.998621454723769,0.998621454725045,0.998621454723769,0.998621454723769,0.998621454723768,FALSE,1.11175563009735e-16,1.27818544792292e-12,1.11175563009735e-16,200,FALSE
3,1,-0.5,3,3.31832167567354,0.5,0.999980463289767,0.999980463289767,0.999980463289767,0.999980463289767,0.999980463289767,FALSE,0,2.22048943030889e-16,0,200,FALSE
10,1,-0.5,3,6.34367732518834,0.5,0.999999999999953,0.999999999999953,0.999999999999953,0.999999999999953,0.999999999999953,FALSE,2.22044604925042e-16,2.22044604925042e-16,2.22044604925042e-16,201,FALSE
0.3,1,0.5,3,1.59591154470748,0.5,0.990064295708189,0.990064295708189,0.990064295708189,0.990064295708188,0.990064295708188,FALSE,1.12136457141e-16,5.60682285705e-16,1.12136457141e-16,200,FALSE
0.7,1,0.5,3,2.18900799336717,0.5,0.997261903490398,0.997261903490613,0.997261903490398,0.997261903490398,0.997261903490398,FALSE,3.3398138064015e-16,2.16197280401057e-13,3.3398138064015e-16,200,FALSE
1,1,0.5,3,2.52921099245176,0.5,0.999007098044322,0.999007098044322,0.999007098044322,0.999007098044322,0.999007098044322,FALSE,2.22265292568702e-16,1.11132646284351e-16,0,200,FALSE
1.5,1,0.5,3,3,0.5,0.999814737586924,0.9998147375882,0.999814737586924,0.999814737586923,0.999814737586924,FALSE,0,1.27632679988698e-12,0,200,FALSE
3,1,0.5,3,4.06832167567354,0.5,0.999998621560078,0.999998621560078,0.999998621560078,0.999998621560078,0.999998621560077,FALSE,2.22044911000601e-16,2.22044911000601e-16,2.22044911000601e-16,200,FALSE
10,1,0.5,3,7.09367732518834,0.5,1,1,1,1,1,FALSE,4.44089209850063e-16,4.44089209850063e-16,4.44089209850063e-16,201,FALSE
0.3,1,2,3,3.39736659610103,2,0.999898251799659,0.99989825179966,0.999898251799659,0.999898251799659,0.999898251799659,FALSE,1.11033599931486e-16,3.33100799794458e-16,1.11033599931486e-16,200,FALSE
0.7,1,2,3,3.82379000772445,2,0.999978331020142,0.999978331169,0.999978331020142,0.999978331020143,0.999978331020143,FALSE,2.22049416509365e-16,1.48860263457254e-10,2.22049416509365e-16,200,FALSE
1,1,2,3,4.09807621135332,2,0.999993599021115,0.999993599021116,0.999993599021116,0.999993599021116,0.999993599021116,FALSE,7.77161091829348e-16,1.11023013118478e-16,0,201,FALSE
1.5,1,2,3,4.5,2,0.99999913765076,0.999999137651434,0.99999913765076,0.99999913765076,0.999999137650761,FALSE,1.11022398202596e-16,6.73572889895152e-13,1.11022398202596e-16,202,FALSE
3,1,2,3,5.46862696659689,2,0.99999999725557,0.99999999725557,0.99999999725557,0.99999999725557,0.99999999725557,FALSE,3.33066908301626e-16,3.33066908301626e-16,3.33066908301626e-16,203,FALSE
10,1,2,3,8.37386354243376,2,1,1,1,1,1,FALSE,0,0,0,205,FALSE
0.3,1,5,3,7.67587569849072,5,0.999999999999949,1,0.999999999999949,0.99999999999995,0.999999999999947,FALSE,1.99840144432539e-15,5.26245713672352e-14,1.99840144432539e-15,211,FALSE
0.7,1,5,3,7.8987950057818,5,0.999999999999992,0.999999999999994,0.999999999999992,0.999999999999994,0.999999999999992,FALSE,2.22044604925033e-16,1.55431223447523e-15,2.22044604925033e-16,211,FALSE
1,1,5,3,8.05842198490352,5,0.999999999999997,0.999999999999997,0.999999999999998,0.999999999999998,0.999999999999998,FALSE,7.77156117237611e-16,7.77156117237611e-16,0,211,FALSE
1.5,1,5,3,8.31207189772366,5,1,1,1,1,1,FALSE,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,212,FALSE
3,1,5,3,9,5,1,1,1,1,1,FALSE,0,0,0,213,FALSE
10,1,5,3,11.4352130744697,5,1,1,1,1,1,FALSE,0,0,0,218,FALSE
0.3,1,10,3,15.0894663844041,10,1,0.999999999999989,1,0.99999999999999,1,FALSE,0,1.06581410364015e-14,0,280,FALSE
0.7,1,10,3,15.2071395471991,10,1,0.999999999999989,1,0.999999999999992,1,FALSE,0,1.06581410364015e-14,0,281,FALSE
1,1,10,3,15.2942286340599,10,1,1,1,1,1,FALSE,0,0,0,281,FALSE
1.5,1,10,3,15.4372539331938,10,1,0.999999999999989,1,0.999999999999989,1,FALSE,0,1.06581410364015e-14,0,282,FALSE
3,1,10,3,15.851646544245,10,1,0.999999999999982,1,0.999999999999985,1,FALSE,0,1.77635683940025e-14,0,283,FALSE
10,1,10,3,17.5623058987491,10,1,1,1,1,1,FALSE,0,0,0,289,FALSE
0.3,1,15,3,22.5598408476866,15,0.999999999999979,1,0.999999999999979,0.999999999999996,1,FALSE,2.1316282072803e-14,0,2.1316282072803e-14,426,FALSE
0.7,1,15,3,22.6391395636369,15,1,1,1,1.00000000000001,1,FALSE,0,0,0,426,FALSE
1,1,15,3,22.6982531418553,15,0.999999999999993,1,1,0.999999999999998,1,FALSE,7.105427357601e-15,0,0,427,FALSE
1.5,1,15,3,22.7961032387555,15,1,1,1,1.00000000000001,1,FALSE,0,0,0,427,FALSE
3,1,15,3,23.0848003785446,15,0.999999999999972,0.999999999999986,0.999999999999972,0.999999999999983,1,FALSE,2.8421709430404e-14,1.4210854715202e-14,2.8421709430404e-14,429,FALSE
10,1,15,3,24.3481868974297,15,0.999999999999986,0.999999999999986,0.999999999999986,0.99999999999999,1,FALSE,1.4210854715202e-14,1.4210854715202e-14,1.4210854715202e-14,435,FALSE
0.3,1,18,3,27.0499077487635,18,1,1,1,1.00000000000005,1,FALSE,0,0,0,524,FALSE
0.7,1,18,3,27.1161668614923,18,0.999999999999972,1,0.999999999999972,1.00000000000003,1,FALSE,2.8421709430404e-14,0,2.8421709430404e-14,525,FALSE
1,1,18,3,27.1656503687164,18,0.999999999999986,1,1,1,1,FALSE,1.4210854715202e-14,0,0,525,FALSE
1.5,1,18,3,27.2477270848675,18,1,1,1,1.00000000000001,1,FALSE,0,0,0,526,FALSE
3,1,18,3,27.4910685796332,18,1,1,1,1.00000000000005,1,FALSE,0,0,0,527,FALSE
10,1,18,3,28.5748134316813,18,0.999999999999986,1,0.999999999999986,1.00000000000001,1,FALSE,1.4210854715202e-14,0,1.4210854715202e-14,534,FALSE
0.3,1,20,3,30.0449327017438,20,1,1,1,1.00000000000002,1,FALSE,0,0,0,595,FALSE
0.7,1,20,3,30.1046350502089,20,0.999999999999986,1,0.999999999999986,1.00000000000006,1,FALSE,1.4210854715202e-14,0,1.4210854715202e-14,595,FALSE
1,1,20,3,30.1492574075431,20,0.999999999999986,1,1,1,1,FALSE,1.4210854715202e-14,0,0,596,FALSE
1.5,1,20,3,30.2233373476383,20,1,1,1,1.00000000000004,1,FALSE,0,0,0,596,FALSE
3,1,20,3,30.4434452114805,20,0.999999999999972,1,0.999999999999972,0.999999999999993,1,FALSE,2.8421709430404e-14,0,2.8421709430404e-14,598,FALSE
10,1,20,3,31.431676725155,20,1,1,1,1.00000000000003,1,FALSE,0,0,0,605,FALSE
0.3,1,22,3,33.0408585025083,22,1,0.999999999999957,1,0.999999999999963,1,FALSE,0,4.2632564145606e-14,0,670,FALSE
0.7,1,22,3,33.0951800231272,22,0.999999999999972,0.999999999999986,0.999999999999972,0.999999999999993,1,FALSE,2.8421709430404e-14,1.4210854715202e-14,2.8421709430404e-14,670,FALSE
1,1,22,3,33.1358047596141,22,1,1,1,1,1,FALSE,0,0,0,670,FALSE
1.5,1,22,3,33.2032930884901,22,0.999999999999972,0.999999999999943,0.999999999999972,0.999999999999946,1,FALSE,2.8421709430404e-14,5.6843418860808e-14,2.8421709430404e-14,671,FALSE
3,1,22,3,33.404141504377,22,1,1,1,0.99999999999999,1,FALSE,0,0,0,672,FALSE
10,1,22,3,34.3115131305569,22,1,1,1,0.999999999999995,1,FALSE,0,0,0,679,FALSE
0.3,1,25,3,37.5359655061964,25,0.999999999999886,0.999999999999915,0.999999999999886,0.999999999999913,1,FALSE,1.13686837721616e-13,8.5265128291212e-14,1.13686837721616e-13,789,FALSE
0.7,1,25,3,37.5838126782656,25,1,1,1,1.00000000000012,1,FALSE,0,0,0,789,FALSE
1,1,25,3,37.6196184381137,25,0.999999999999915,1,1,0.999999999999991,1,FALSE,8.5265128291212e-14,0,0,789,FALSE
1.5,1,25,3,37.6791441961859,25,1,1,1,1.00000000000012,1,FALSE,0,0,0,790,FALSE
3,1,25,3,37.8566088042855,25,0.999999999999858,0.999999999999915,0.999999999999858,0.999999999999908,1,FALSE,1.4210854715202e-13,8.5265128291212e-14,1.4210854715202e-13,791,FALSE
10,1,25,3,38.6638770710276,25,0.999999999999972,1,0.999999999999972,1.00000000000004,1,FALSE,2.8421709430404e-14,0,2.8421709430404e-14,798,FALSE
0.3,1,50,3,75.0179956820724,50,1,1,1,1.00000000000067,1,FALSE,0,0,0,2128,FALSE
0.7,1,50,3,75.0419765063056,50,0.999999999999886,0.999999999999659,0.999999999999886,0.999999999999698,1,FALSE,1.13686837721616e-13,3.41060513164848e-13,1.13686837721616e-13,2129,FALSE
1,1,50,3,75.0599520766467,50,0.999999999999886,1,1,0.999999999999991,1,FALSE,1.13686837721616e-13,0,0,2129,FALSE
1.5,1,50,3,75.089892258425,50,0.999999999999886,1,0.999999999999886,1.00000000000005,1,FALSE,1.13686837721616e-13,0,1.13686837721616e-13,2130,FALSE
3,1,50,3,75.1795700612414,50,0.999999999999659,0.999999999999659,0.999999999999659,0.999999999999729,1,FALSE,3.41060513164848e-13,3.41060513164848e-13,3.41060513164848e-13,2131,FALSE
10,1,50,3,75.5952752976009,50,1,1,1,1.00000000000034,1,FALSE,0,0,0,2138,FALSE
0.3,1,100,3,150.008999460065,100,1,1,1,0.999999999999951,1,FALSE,0,0,0,6679,FALSE
0.7,1,100,3,150.020997060823,100,0.99999999999909,0.999999999996817,0.99999999999909,0.999999999996467,1,FALSE,9.09494701772928e-13,3.18323145620525e-12,9.09494701772928e-13,6679,FALSE
1,1,100,3,150.029994002399,100,1,1,1,0.999999999999877,1,FALSE,0,0,0,6680,FALSE
1.5,1,100,3,150.044986508094,100,0.999999999995907,0.999999999994088,0.999999999995907,0.999999999994088,1,FALSE,4.09272615797818e-12,5.91171556152403e-12,4.09272615797818e-12,6680,FALSE
3,1,100,3,150.089946064703,100,1,1,1,1.00000000000049,1,FALSE,0,0,0,6682,FALSE
10,1,100,3,150.299402388067,100,1,1,1,1.00000000000241,1,FALSE,0,0,0,6689,FALSE
